阿房,0.48089834696298783
灞陵,3.3945555704213484
灞陵桥,0.7213475204444817
灞桥,0.8340647828484926
灞水,13.64792102046987
灞亭,1.0379287687835808
灞原,2.1640425613334453
陂西,0.7213475204444817
北垞,1.4426950408889634
北阜,0.6213349345596119
北宫,0.48089834696298783
北京,0.8340647828484926
北阙,0.21315835557367352
别业,0.1970375865745452
拨,0.2452460618098304
蔡州,0.3001016285004131
苍龙阙,0.45511961331341866
沧江,0.21576234609177827
浐水,3.827147866845612
浐州,2.8853900817779268
阊阖,0.22630370469475658
城东,0.22449978268220952
城南,0.8015337208636559
赤城,0.22953106112437666
楚,0.2978774505489014
春明门,0.5581106265512472
鹑野,0.9102392266268373
大理,1.4118244954590446
丹凤阙,1.251097174272739
丹水,0.48089834696298783
邓,0.36067376022224085
帝城,2.21650691233045
定昆池,0.7213475204444817
东城,0.2269261879165124
东关,0.45511961331341866
东京,0.2710850306818168
东门,0.2269261879165124
洞庭,0.16170373929150425
都邑,0.32351545314867247
杜陵,4.386430541976611
峨嵋,0.265872585674852
樊川,3.775895765329498
分陕,0.45511961331341866
汾,0.28126641406272834
丰县,2.8853900817779268
沣水,5.8384534799394485
凤城,0.7668666559059943
凤阙,0.26425736993644544
扶阳,0.45511961331341866
覆盎门,1.4426950408889634
甘泉,0.7357381854294912
高平,0.5581106265512472
镐,0.8048592087636893
歌咏,0.2729584204093974
宫槐陌,1.4426950408889634
关城,0.267546386419054
关东,0.23617733727628992
关河,0.6345999344765305
关山,0.3589276226842459
关西,0.2227848098240302
关中,0.6948484676991503
邯郸,0.21714724095162588
函谷,0.25973030217227155
函关,0.5138983423697507
汉宫,0.4128659699355516
翰林院,1.4426950408889634
河东,0.2749075777424936
河岳,0.40242960438184466
横汾,0.32351545314867247
横山,0.40242960438184466
横天,0.3396232718951086
衡湘,0.6213349345596119
洪河,0.3789231816899512
鄠县,1.16961373575384
华清宫,3.9880887851227804
华山,0.6528665405565278
华严寺,0.43429448190325176
华岳,0.2729584204093974
华子冈,2.1640425613334453
淮南,0.19679598948883448
皇都,0.6068261510845583
皇居,0.7385387461377101
皇州,1.1162212531024944
黄河,0.18909786404425666
畿甸,0.45511961331341866
济,0.3859674918083494
济源,0.5138983423697507
建章,0.23090777506376875
江北,0.2518706487516997
江汉,0.2222316216158104
江南,0.31066746727980593
椒园,1.8204784532536746
金堤,0.2769378934088574
金陵,0.18891789404024137
金门,0.6618718473872812
禁城,0.2835784920513334
京城,4.675145439100888
